StartDateTime	CoolingDegree	Energy	Flow	TemperatureIn	TemperatureOut	Volume
09/11/2018 19.00	32.45.00	02.25	00.04	66.02.00	33.74	00.07
09/11/2018 18.00	31.71	06.05	00.05	68.57.00	36.87	00.28
09/11/2018 17.00	34.23.00	0,231944444	00.05	67.28.00	33.05.00	00.01
09/11/2018 16.00	34.69	0,186805556	00.05	67.58.00	32.88	00.01
09/11/2018 15.00	38.03.00	05.02	00.07	69.44.00	31.14.00	00.11
09/11/2018 14.00	38.08.00	03.11	00.08	68.91	30.11.00	00.09
09/11/2018 13.00	35.65	06.04	00.07	66.88	31.23.00	00.13
09/11/2018 12.00	35.23.00	0,149305556	00.12	66.81	31.57.00	00.08
09/11/2018 11.00	34.61	0,15	00.06	65.66	31.05.00	00.07
09/11/2018 10.00	35.31.00	02.43	00.06	66.06.00	30.75	00.08
09/11/2018 09.00	35.03.00	02.54	00.06	66.06.00	30.76	00.07
09/11/2018 08.00	34.25.00	0,134027778	00.07	65.79	31.54.00	00.07
09/11/2018 07.00	0,750694444	03.26	00.28	65.14.00	47.53.00	00.07
09/11/2018 06.00	32.81	0,100694444	00.06	65.15.00	32.35.00	00.06
09/11/2018 05.00	33.66	03.13	00.06	64.58.00	30.92	00.06
09/11/2018 04.00	34.96	02.13	00.06	65.83	30.87	00.07
09/11/2018 03.00	33.77	0,139583333	00.06	64.56.00	30.79	00.07
09/11/2018 02.00	32.84	02.09	00.06	63.66	30.82	00.07
09/11/2018 01.00	32.75	02.18	00.06	63.68	30.93	00.07
09/11/2018 00.00	33.42.00	02.18	00.06	64.46.00	31.04.00	00.07
08/11/2018 23.00	33.21.00	0,177083333	00.05	64.67	31.47.00	00.08
08/11/2018 22.00	34.25.00	02.13	00.04	65.69	31.44.00	00.07
08/11/2018 21.00	32.59.00	0,15	00.05	64.33.00	31.73	00.07
08/11/2018 20.00	31.68	02.43	00.05	63.62	31.93	00.07
08/11/2018 19.00	32.01.00	03.05	00.06	63.84	31.83	00.08
08/11/2018 18.00	34.38.00	0,143055556	00.36	65.82	31.43.00	00.09
08/11/2018 17.00	34.51.00	02.08	00.07	64.89	30.38.00	00.05
08/11/2018 16.00	37.86	02.12	00.08	67.14.00	29.28.00	00.06
08/11/2018 15.00	33.97	03.07	00.05	65.61	31.64	00.07
08/11/2018 14.00	32.47.00	0,134027778	00.05	64.41.00	31.94	00.07
08/11/2018 13.00	31.08.00	3	00.05	63.97	32.17.00	00.07
08/11/2018 12.00	30.78	02.24	00.05	62.64	31.87	00.08
08/11/2018 11.00	33.37.00	0,139583333	00.07	63.98	30.61	00.07
08/11/2018 10.00	34.62	0,109027778	00.09	63.56.00	28.94	00.06
08/11/2018 09.00	37.44.00	03.03	00.08	66.58.00	29.14.00	00.07
08/11/2018 08.00	29.64	03.17	00.19	65.39.00	35.75	00.08
08/11/2018 07.00	31.95	0,125694444	00.05	63.47.00	31.52.00	00.07
08/11/2018 06.00	32.41.00	02.37	00.05	64.12.00	31.07.00	00.07
08/11/2018 05.00	31.86	0,149305556	00.05	63.59.00	31.74	00.08
08/11/2018 04.00	32.64	0,107638889	00.06	63.85	31.21.00	00.06
08/11/2018 03.00	34.61	0,151388889	00.07	64.79	30.18.00	00.07
08/11/2018 02.00	36.09.00	02.03	00.08	66.43.00	29.54.00	00.07
08/11/2018 01.00	35.04.00	0,193055556	00.05	66.01.00	31.05.00	00.09
08/11/2018 00.00	32.33.00	0,139583333	00.05	64.18.00	31.85	00.08
07/11/2018 23.00	31.91	02.29	00.05	63.22.00	31.31.00	00.07
07/11/2018 22.00	31.36.00	0,151388889	00.05	63.13.00	31.77	00.07
07/11/2018 21.00	32.14.00	2	00.05	64	31.86	00.07
07/11/2018 20.00	32.88	0,177083333	00.06	65.05.00	32.17.00	00.09
07/11/2018 19.00	38.58.00	04.19	00.26	67.09.00	29.32.00	00.09
07/11/2018 18.00	38.01.00	0,102777778	00.11	65.92	27.83	00.08
07/11/2018 17.00	37.07.00	03.25	00.09	66.31.00	28.06.00	00.07
07/11/2018 16.00	34.16.00	0,136805556	00.05	65.85	31.07.00	00.07
07/11/2018 15.00	34.27.00	03.37	00.05	66.08.00	31.81	00.08
07/11/2018 14.00	34.05.00	0,141666667	00.05	66.06.00	32	00.07
07/11/2018 13.00	37.23.00	02.05	00.09	66.32.00	29.09.00	00.06
07/11/2018 12.00	39.37.00	02.26	00.09	67.71	28.33.00	00.07
07/11/2018 11.00	35.61	03.21	00.05	67.16.00	31.55.00	00.08
07/11/2018 10.00	33.53.00	02.02	00.05	65.29.00	31.76	00.07
07/11/2018 09.00	33.28.00	0,146527778	00.05	64.65	31.37.00	00.06
07/11/2018 08.00	37.31.00	0,102777778	00.09	65.86	28.55.00	00.07
07/11/2018 07.00	33.24.00	0,15	00.05	64.43.00	31.19.00	00.07
07/11/2018 06.00	31.75	02.02	00.05	63.06.00	31.85	00.07
07/11/2018 05.00	32.47.00	0,152083333	00.05	64.17.00	31.71	00.06
07/11/2018 04.00	32.39.00	0,096527778	00.08	63.75	31.35.00	00.06
07/11/2018 03.00	16.06	02.08	00.44	64.71	48.65	00.07
07/11/2018 02.00	31.43.00	0,141666667	00.06	63.14.00	31.71	00.06
07/11/2018 01.00	31.64	02.06	00.05	63.32.00	31.68	00.07
07/11/2018 00.00	31.01.00	02.28	00.05	62.91	31.81	00.07
06/11/2018 23.00	33.56.00	0,143055556	00.06	63.87	30.32.00	00.07
06/11/2018 22.00	32.86	02.05	00.05	64.31.00	31.45.00	00.07
06/11/2018 21.00	32.97	03.04	00.06	63.78	30.81	00.06
06/11/2018 20.00	33.06.00	01.09	00.06	64.54.00	30.94	00.07
06/11/2018 19.00	34.06.00	03.01	00.06	65.42.00	31.36.00	00.07
06/11/2018 18.00	34.25.00	02.09	00.06	65.02.00	30.94	00.07
06/11/2018 17.00	35.29.00	02.05	00.06	66.28.00	30.99	00.07
06/11/2018 16.00	33.13.00	02.09	00.06	64.03.00	30.09.00	00.09
06/11/2018 15.00	33.62	03.02	00.06	64.78	31.16.00	00.07
06/11/2018 14.00	29.06.00	0,150694444	00.32	66.42.00	37.36.00	00.08
06/11/2018 13.00	33.09.00	0,102777778	00.06	64.89	30.98	00.07
06/11/2018 12.00	35.16.00	03.19	00.06	66.01.00	30.85	00.07
06/11/2018 11.00	35.77	02.09	00.06	66.57.00	30.08.00	00.07
06/11/2018 10.00	34.16.00	0,147916667	00.06	64.73	30.56.00	00.07
06/11/2018 09.00	33.41.00	0,109027778	00.06	64.67	31.26.00	00.07
06/11/2018 08.00	33.32.00	3	00.06	63.98	30.66	00.08
06/11/2018 07.00	33.25.00	02.05	00.06	63.09.00	30.65	00.07
06/11/2018 06.00	32.45.00	03.13	00.06	63.24.00	30.79	00.06
06/11/2018 05.00	33.81	0,13125	00.06	64.56.00	30.74	00.07
06/11/2018 04.00	34.01.00	02.32	00.06	64.81	30.08.00	00.07
06/11/2018 03.00	35.02.00	0,139583333	00.06	65.89	30.87	00.07
06/11/2018 02.00	33.18.00	02.34	00.06	63.95	30.77	00.07
06/11/2018 01.00	33.31.00	02.54	00.06	63.93	30.62	00.07
06/11/2018 00.00	33.66	0,109027778	00.06	64.53.00	30.87	00.07
05/11/2018 23.00	33.51.00	03.23	00.05	64.77	31.27.00	00.07
05/11/2018 22.00	32.53.00	02.01	00.06	63.69	31.16.00	00.07
05/11/2018 21.00	33.64	03.29	00.06	64.89	31.25.00	00.08
05/11/2018 20.00	34.26.00	04.06	00.06	65.49.00	31.23.00	00.11
05/11/2018 19.00	34.53.00	03.59	00.06	65.63	31.11.00	00.09
05/11/2018 18.00	34.58.00	03.03	00.07	65.65	31.07.00	00.07
05/11/2018 17.00	35.18.00	0,134027778	00.07	65.82	30.65	00.07
05/11/2018 16.00	35.73	03.02	00.08	66.09.00	30.35.00	00.08
05/11/2018 15.00	34	0,185416667	00.06	65.04.00	31.04.00	00.12
05/11/2018 14.00	34.37.00	0,132638889	00.06	64.87	30.05.00	00.08
05/11/2018 13.00	33.01.00	02.47	00.06	63.66	30.56.00	00.07
05/11/2018 12.00	34.89	03.29	00.06	65.35.00	30.47.00	00.07
05/11/2018 11.00	35.12.00	03.18	00.06	65.74	30.62	00.09
05/11/2018 10.00	34.01.00	0,133333333	00.06	64.63	30.62	00.08
05/11/2018 09.00	33.45.00	03.53	00.06	64.52.00	31.07.00	00.08
05/11/2018 08.00	33.96	02.33	00.06	64.76	30.79	00.08
05/11/2018 07.00	33.69	0,151388889	00.06	64.46.00	30.77	00.07
05/11/2018 06.00	33.44.00	02.06	00.06	64.08.00	30.64	00.06
05/11/2018 05.00	33.12.00	0,141666667	00.06	63.91	30.79	00.08
05/11/2018 04.00	33.56.00	02.16	00.06	64.54.00	30.98	00.06
05/11/2018 03.00	33.01.00	0,146527778	00.06	64.68	31.68	00.09
05/11/2018 02.00	33.54.00	03.09	00.06	64.03.00	30.76	00.06
05/11/2018 01.00	33.86	0,144444444	00.06	64.73	30.87	00.07
05/11/2018 00.00	33.64	04.03	00.06	64.98	31.34.00	00.16
04/11/2018 23.00	33.69	0,152083333	00.06	64.04.00	30.71	00.07
04/11/2018 22.00	33.75	0,13125	00.06	64.64	30.88	00.07
04/11/2018 21.00	30.59.00	05.05	00.02	65.41.00	34.81	00.12
04/11/2018 20.00	32.04.00	03.32	00.07	63.98	31.58.00	00.09
04/11/2018 19.00	34.76	0,15	00.07	65.58.00	30.82	00.09
04/11/2018 18.00	32.02.00	03.03	00.05	63.67	31.47.00	00.07
04/11/2018 17.00	32.74	02.01	00.05	63.98	31.24.00	00.07
04/11/2018 16.00	34.03.00	0,140277778	00.06	64.06.00	30.57.00	00.07
04/11/2018 15.00	34.52.00	0,151388889	00.05	64.54.00	30.03.00	00.06
04/11/2018 14.00	35.45.00	0,106944444	00.05	63.05.00	28.06.00	00.06
04/11/2018 13.00	33.01.00	0,106944444	00.02	62.58.00	29.56.00	00.04
04/11/2018 12.00	32.32.00	02.34	00.02	62.89	30.57.00	00.06
04/11/2018 11.00	34.35.00	0,149305556	00.07	65.83	31.48.00	00.08
04/11/2018 10.00	37.49.00	03.11	00.08	66.86	29.37.00	00.08
04/11/2018 09.00	38.05.00	0,214583333	00.14	67.25.00	29.19.00	00.01
04/11/2018 08.00	34.98	02.01	00.06	65.72	30.74	00.07
04/11/2018 07.00	33.91	3	00.05	65.24.00	31.33.00	00.07
04/11/2018 06.00	34.02.00	03.05	00.06	65.33.00	31.13.00	00.08
04/11/2018 05.00	34.38.00	0,147222222	00.07	64.23.00	29.85	00.07
04/11/2018 04.00	36.59.00	02.08	00.09	65.69	29.01.00	00.07
04/11/2018 03.00	33.81	0,15	00.05	65.01.00	31.29.00	00.07
04/11/2018 02.00	35.78	03.23	00.05	65.94	30.16.00	00.07
04/11/2018 01.00	37.04.00	0,226388889	00.04	65.07.00	28.66	00.11
04/11/2018 00.00	34.98	02.09	00.04	63.31.00	28.33.00	00.06
03/11/2018 23.00	36.89	0,109027778	00.04	65.08.00	28.19.00	00.07
03/11/2018 22.00	34.12.00	02.12	00.05	62.54.00	28.42.00	00.06
03/11/2018 21.00	34.94	0,177083333	00.05	64.51.00	29.56.00	00.07
03/11/2018 20.00	32.82	03.01	00.06	63.83	31.02.00	00.09
03/11/2018 19.00	34.55.00	04.04	00.06	65.02.00	30.65	00.01
03/11/2018 18.00	34.84	03.38	00.05	65.42.00	30.58.00	00.08
03/11/2018 17.00	33.94	03.46	00.15	65.99	32.05.00	00.08
03/11/2018 16.00	38.41.00	03.36	00.07	67.65	29.24.00	00.09
03/11/2018 15.00	40.14.00	0,172916667	00.07	67.05.00	26.09.00	00.07
03/11/2018 14.00	37.58.00	01.25	00.04	65.77	28.02.00	00.05
03/11/2018 13.00	30.58.00	02.07	00.25	65.73	35.14.00	00.06
03/11/2018 12.00	35.61	03.09	00.04	66.02.00	30.59.00	00.09
03/11/2018 11.00	35.08.00	03.05	00.06	65.69	30.61	00.08
03/11/2018 10.00	37.76	03.04	00.01	67.09.00	29.33.00	00.07
03/11/2018 09.00	35.35.00	0,144444444	00.05	66.44.00	31.08.00	00.07
03/11/2018 08.00	34.09.00	02.16	00.05	65.74	30.84	00.07
03/11/2018 07.00	33.02.00	03.48	00.05	64.03.00	31.01.00	00.07
03/11/2018 06.00	32.72	02.22	00.05	63.96	31.24.00	00.07
03/11/2018 05.00	32.96	0,127083333	00.06	63.89	30.93	00.07
03/11/2018 04.00	34.01.00	03.12	00.05	65.35.00	31.24.00	00.07
03/11/2018 03.00	36.97	02.42	00.09	66.06.00	29.09.00	00.06
03/11/2018 02.00	35.72	03.08	00.05	66.69	30.97	00.09
03/11/2018 01.00	37.22.00	0,13125	00.07	65.96	28.74	00.07
03/11/2018 00.00	34.52.00	0,142361111	00.06	65.13.00	30.62	00.07
02/11/2018 23.00	33.94	02.09	00.06	64.54.00	30.06.00	00.08
02/11/2018 22.00	33.06.00	03.54	00.05	64.51.00	31.44.00	00.07
02/11/2018 21.00	37.08.00	03.04	00.08	66.05.00	28.97	00.08
02/11/2018 20.00	34.09.00	0,184027778	00.01	66.35.00	31.46.00	00.11
02/11/2018 19.00	15.29	02.09	00.55	66.06.00	50.77	00.08
02/11/2018 18.00	35.05.00	02.31	00.08	66.61	31.11.00	00.07
02/11/2018 17.00	39.02.00	0,183333333	00.08	68.24.00	29.22.00	00.09
02/11/2018 16.00	36.72	03.01	00.01	66.31.00	29.06.00	00.07
02/11/2018 15.00	35.98	0,189583333	00.03	67.68	31.07.00	00.01
02/11/2018 14.00	35.26.00	02.02	00.06	65.61	30.35.00	00.07
02/11/2018 13.00	34.55.00	3	00.06	65.18.00	30.63	00.07
02/11/2018 12.00	34.49.00	3	00.06	65.42.00	30.93	00.07
02/11/2018 11.00	32.13.00	0,147222222	00.06	65.88	33.75	00.08
02/11/2018 10.00	33.49.00	02.13	00.05	64.66	31.17.00	00.07
02/11/2018 09.00	34.22.00	0,15	00.06	64.52.00	30.03.00	00.07
02/11/2018 08.00	34.61	3	00.06	64.89	30.28.00	00.07
02/11/2018 07.00	33.98	0,106944444	00.06	64.35.00	30.38.00	00.07
02/11/2018 06.00	33.07.00	03.09	00.06	64.38.00	30.67	00.07
02/11/2018 05.00	33.72	02.09	00.06	64.01.00	30.29.00	00.07
02/11/2018 04.00	33.18.00	02.05	00.06	64.14.00	30.95	00.07
02/11/2018 03.00	33.26.00	0,147222222	00.06	63.38.00	30.11.00	00.08
02/11/2018 02.00	33.02.00	02.12	00.06	63.72	30.52.00	00.06
02/11/2018 01.00	34.04.00	0,139583333	00.06	64.36.00	29.96	00.08
02/11/2018 00.00	35.05.00	05.23	00.06	66.01.00	30.51.00	00.13
01/11/2018 23.00	33.35.00	0,136805556	00.06	62.92	29.58.00	00.06
01/11/2018 22.00	33.42.00	02.18	00.06	63.55.00	30.13.00	00.07
01/11/2018 21.00	34.88	0,13125	00.08	63.85	28.97	00.07
01/11/2018 20.00	33.58.00	02.37	00.06	63.68	30.09.00	00.07
01/11/2018 19.00	38.05.00	03.48	00.07	67.06.00	29.11.00	00.08
01/11/2018 18.00	37.53.00	03.34	00.07	66.86	29.33.00	00.08
01/11/2018 17.00	36.39.00	0,139583333	00.06	67	30.61	00.08
01/11/2018 16.00	37.96	03.04	00.08	67.59.00	29.63	00.06
01/11/2018 15.00	34.87	0,149305556	00.05	66.54.00	31.67	00.07
01/11/2018 14.00	36.94	02.02	00.06	67.12.00	30.18.00	00.07
01/11/2018 13.00	37.81	03.15	00.06	67.15.00	29.34.00	00.07
01/11/2018 12.00	36.03.00	0,152083333	00.04	67.05.00	31.01.00	00.06
01/11/2018 11.00	36.86	0,139583333	00.07	68.31.00	31.45.00	00.07
01/11/2018 10.00	36.11.00	03.15	00.07	67.02.00	30.91	00.07
01/11/2018 09.00	36.03.00	0,15	00.07	66.07.00	30.67	00.08
01/11/2018 08.00	36.37.00	03.16	00.07	67.09.00	30.72	00.08
01/11/2018 07.00	35.83	0,185416667	00.07	66.58.00	30.75	00.08
01/11/2018 06.00	35.97	0,128472222	00.07	66.66	30.69	00.08
01/11/2018 05.00	36.27.00	03.37	00.07	66.86	30.06.00	00.08
01/11/2018 04.00	36.47.00	0,152083333	00.07	67.26.00	30.79	00.08
01/11/2018 03.00	35.49.00	04.04	00.07	67.33.00	31.85	00.08
01/11/2018 02.00	34.88	0,125694444	00.07	65.75	30.87	00.08
01/11/2018 01.00	36.13.00	03.41	00.07	66.83	30.07.00	00.08
01/11/2018 00.00	34.78	0,151388889	00.07	65.63	30.85	00.08
31/10/2018 23.00	34.54.00	03.53	00.08	65.17.00	30.63	00.08
31/10/2018 22.00	33.86	02.29	00.07	64.69	30.83	00.09
31/10/2018 21.00	34.06.00	03.24	00.07	65.02.00	30.96	00.08
31/10/2018 20.00	34.29.00	0,169444444	00.07	65.31.00	31.02.00	00.08
31/10/2018 19.00	34.33.00	02.32	00.07	65.43.00	31.01.00	00.08
31/10/2018 18.00	33.47.00	0,150694444	00.09	65.04.00	31.93	00.08
31/10/2018 17.00	23	03.38	00.41	66.06.00	43.07.00	00.08
31/10/2018 16.00	34.33.00	02.59	00.11	65.92	31.59.00	00.07
31/10/2018 15.00	36.56.00	0,143055556	00.06	66.38.00	29.82	00.07
31/10/2018 14.00	36.02.00	02.09	00.05	66.43.00	30.23.00	00.07
31/10/2018 13.00	36.02.00	03.39	00.07	67.43.00	31.41.00	00.08
31/10/2018 12.00	36.97	03.49	00.07	68.17.00	31.21.00	00.08
31/10/2018 11.00	37.19.00	03.22	00.07	67.98	30.79	00.08
31/10/2018 10.00	36.03.00	03.19	00.07	66.95	30.65	00.09
31/10/2018 09.00	35.91	0,139583333	00.07	66.55.00	30.63	00.08
31/10/2018 08.00	36.07.00	04.05	00.07	66.78	30.71	00.09
31/10/2018 07.00	17.55	02.09	00.51	66.23.00	48.67	00.08
31/10/2018 06.00	34.58.00	03.01	00.08	65.41.00	30.84	00.08
31/10/2018 05.00	33.88	3	00.07	64.94	31.06.00	00.08
31/10/2018 04.00	33.84	02.09	00.07	65.01.00	31.17.00	00.08
31/10/2018 03.00	33.96	03.15	00.07	64.85	30.89	00.08
31/10/2018 02.00	33.99	3	00.07	65.55.00	31.56.00	00.08
31/10/2018 01.00	35.29.00	02.09	00.08	66.79	31.05.00	00.08
31/10/2018 00.00	36.29.00	03.19	00.07	67.23.00	30.94	00.07
30/10/2018 23.00	36.21.00	0,177083333	00.07	67.51.00	31.03.00	00.08
30/10/2018 22.00	35.78	03.24	00.08	67.26.00	31.49.00	00.08
30/10/2018 21.00	36.38.00	0,13125	00.08	67.81	31.44.00	00.08
30/10/2018 20.00	37.23.00	03.04	00.08	67.84	30.61	00.08
30/10/2018 19.00	37.38.00	0,193055556	00.08	67.77	30.39.00	00.09
30/10/2018 18.00	34.41.00	0,177083333	00.08	68.66	34.25.00	00.09
30/10/2018 17.00	37.01.00	03.14	00.08	67.85	30.75	00.09
30/10/2018 16.00	35.22.00	04.12	00.18	68.67	33.45.00	00.08
30/10/2018 15.00	35.62	05.08	00.09	69.79	34.17.00	00.12
30/10/2018 14.00	35.51.00	0,230555556	00.09	69.57.00	34.06.00	00.12
30/10/2018 13.00	36.08.00	0,185416667	00.09	70.51.00	33.71	00.01
30/10/2018 12.00	37.08.00	0,185416667	00.09	70.73	33.65	00.09
30/10/2018 11.00	36.79	04.26	00.09	70.07.00	33.91	00.11
30/10/2018 10.00	35.53.00	0,190277778	00.09	69.34.00	33.82	00.01
30/10/2018 09.00	35.01.00	04.05	00.14	69.01.00	33.99	00.01
30/10/2018 08.00	38.96	0,183333333	00.13	68.95	29.99	00.09
30/10/2018 07.00	37.05.00	3	00.07	67.46.00	30.41.00	00.08
30/10/2018 06.00	37.13.00	03.09	00.07	67.56.00	30.43.00	00.08
30/10/2018 05.00	36.89	0,184722222	00.08	67.03.00	30.41.00	00.08
30/10/2018 04.00	38.06.00	03.09	00.08	67.84	29.78	00.09
30/10/2018 03.00	38.02.00	04.05	00.07	68.24.00	30.22.00	00.08
30/10/2018 02.00	34.34.00	0,139583333	00.06	66.84	32.05.00	00.07
30/10/2018 01.00	33.66	04.02	00.06	67.96	34.03.00	00.09
30/10/2018 00.00	38.68	03.13	00.08	69.47.00	30.79	00.08
29/10/2018 23.00	37.83	0,227083333	00.07	70.48.00	32.65	00.12
29/10/2018 22.00	38.14.00	4	00.08	70.42.00	32.28.00	00.09
29/10/2018 21.00	38.59.00	0,190277778	00.09	70.53.00	31.94	00.09
29/10/2018 20.00	39	04.02	00.08	70.68	31.68	00.08
29/10/2018 19.00	36.96	03.11	00.07	69.06.00	32.11.00	00.09
29/10/2018 18.00	36.54.00	0,186111111	00.07	70.01.00	33.56.00	00.09
29/10/2018 17.00	36.87	04.17	00.01	70.44.00	33.57.00	00.01
29/10/2018 16.00	37.08.00	0,209722222	00.01	70.63	33.55.00	00.01
29/10/2018 15.00	37.01.00	04.08	00.01	70.72	33.71	00.11
29/10/2018 14.00	37.23.00	04.38	00.09	70.66	33.43.00	00.01
29/10/2018 13.00	36.83	04.55	00.01	70.01.00	33.27.00	00.11
29/10/2018 12.00	37.99	0,229861111	00.09	70.84	32.85	00.11
29/10/2018 11.00	38.04.00	04.36	00.09	70.08.00	32.04.00	00.01
29/10/2018 10.00	38.81	04.01	00.09	70.72	31.91	00.01
29/10/2018 09.00	37.93	04.11	00.09	69.73	31.81	00.01
29/10/2018 08.00	39.46.00	04.46	00.01	69.83	30.38.00	00.09
29/10/2018 07.00	39.29.00	03.34	00.08	68.66	29.38.00	00.09
29/10/2018 06.00	38.72	03.53	00.08	68.04.00	29.33.00	00.09
29/10/2018 05.00	38.03.00	03.49	00.07	68.14.00	29.84	00.08
29/10/2018 04.00	39.61	0,19375	00.08	69.23.00	29.62	00.08
29/10/2018 03.00	39.34.00	03.07	00.06	69.06.00	30.27.00	00.09
29/10/2018 02.00	41.34.00	04.17	00.08	70.34.00	28.99	00.08
29/10/2018 01.00	39.16.00	03.27	00.08	70.21.00	31.05.00	00.09
29/10/2018 00.00	38.55.00	0,19375	00.07	70.18.00	31.64	00.09
28/10/2018 23.00	40.44.00	0,186111111	00.09	69.05.00	29.06.00	00.09
28/10/2018 22.00	36.04.00	04.12	00.06	67.38.00	30.97	00.01
28/10/2018 21.00	36.65	0,184722222	00.08	67.46.00	30.81	00.09
28/10/2018 20.00	35.52.00	0,169444444	00.08	66.57.00	31.05.00	00.09
28/10/2018 19.00	35.53.00	03.48	00.08	66.65	31.13.00	00.09
28/10/2018 18.00	38.78	0,214583333	00.09	68.65	29.87	00.01
28/10/2018 17.00	38.68	06.08	00.08	68.05.00	29.82	00.13
28/10/2018 16.00	38.49.00	04.14	00.13	69.62	31.13.00	00.01
28/10/2018 15.00	37.36.00	04.09	00.07	69.02.00	31.67	00.01
28/10/2018 14.00	36.09.00	03.52	00.06	67.93	31.84	00.01
28/10/2018 13.00	34.47.00	0,254861111	00.08	68.13.00	33.66	00.14
28/10/2018 12.00	37.16.00	0,2125	00.11	68.86	31.07.00	00.11
28/10/2018 11.00	37.08.00	04.02	00.07	67.24.00	30.16.00	00.08
28/10/2018 10.00	37.56.00	0,193055556	00.08	67.81	30.25.00	00.09
28/10/2018 09.00	37.06.00	0,177083333	00.08	67.88	30.82	00.09
28/10/2018 08.00	36.84	03.14	00.08	66.66	29.82	00.09
28/10/2018 07.00	36.49.00	04.06	00.08	66.39.00	29.09.00	00.09
28/10/2018 06.00	36.04.00	03.06	00.08	66.35.00	29.94	00.08
28/10/2018 05.00	36.57.00	0,185416667	00.08	66.43.00	29.86	00.01
28/10/2018 04.00	35.97	0,172916667	00.08	66.29.00	30.32.00	00.08
28/10/2018 03.00	36.14.00	03.44	00.08	66.81	30.67	00.09
28/10/2018 02.00	37.58.00	0,343055556	00.07	68.31.00	30.73	00.18
28/10/2018 02.00	35.78	03.25	00.08	67.37.00	31.59.00	00.08
28/10/2018 01.00	36.28.00	0,177083333	00.07	67.51.00	31.24.00	00.09
28/10/2018 00.00	34.29.00	03.02	00.07	66.52.00	32.23.00	00.09
27/10/2018 23.00	34.05.00	03.04	00.08	66.32.00	32.27.00	00.01
27/10/2018 22.00	34.28.00	03.58	00.08	65.65	31.37.00	00.08
27/10/2018 21.00	33	03.18	00.07	66.34.00	33.33.00	00.01
27/10/2018 20.00	12.44	03.58	0,044444444	66.12.00	53.68	00.09
27/10/2018 19.00	32.12.00	0,255555556	00.14	65.06.00	33.48.00	00.14
27/10/2018 18.00	37.04.00	0,183333333	00.18	66.07.00	29.65	00.11
27/10/2018 17.00	30.45.00	0,15	00.06	64.88	34.43.00	00.09
27/10/2018 16.00	31.22.00	03.19	00.07	64.22.00	33.01.00	00.01
27/10/2018 15.00	26.84	03.02	00.09	65.62	38.78	00.11
27/10/2018 14.00	29.35.00	4	00.01	66.44.00	37.09.00	00.11
27/10/2018 13.00	29.46.00	0,188888889	00.13	67.18.00	37.72	00.01
27/10/2018 12.00	30.96	03.58	00.01	66.93	35.98	00.01
27/10/2018 11.00	34.91	03.49	00.08	66.21.00	31.03.00	00.09
27/10/2018 10.00	35.05.00	0,177083333	00.08	66.33.00	31.28.00	00.08
27/10/2018 09.00	36.27.00	0,140277778	00.08	67.06.00	30.79	00.09
27/10/2018 08.00	35.71	03.32	00.08	66.67	30.96	00.09
27/10/2018 07.00	34.52.00	03.37	00.08	66.17.00	31.66	00.09
27/10/2018 06.00	34.62	0,171527778	00.08	66.17.00	31.56.00	00.01
27/10/2018 05.00	33.02.00	03.58	00.08	65.07.00	32.05.00	00.08
27/10/2018 04.00	33.49.00	03.38	00.08	65.09.00	32.41.00	00.09
27/10/2018 03.00	32.73	0,139583333	00.08	66.01.00	33.37.00	00.01
27/10/2018 02.00	33.66	04.38	00.01	66.52.00	32.86	00.11
27/10/2018 01.00	30.26.00	05.07	00.09	67.05.00	36.79	00.28
27/10/2018 00.00	35.08.00	02.59	00.06	65.12.00	30.05.00	00.09
26/10/2018 23.00	35.27.00	02.05	00.05	65.42.00	30.15.00	00.07
26/10/2018 22.00	34.03.00	02.42	00.06	64.55.00	30.25.00	00.06
26/10/2018 21.00	34.23.00	02.31	00.06	64.88	30.64	00.07
26/10/2018 20.00	36.41.00	0,310416667	00.05	67.52.00	31.11.00	00.16
26/10/2018 19.00	36.79	03.04	00.06	67.03.00	30.52.00	00.06
26/10/2018 18.00	35.16.00	4	00.06	65.63	30.47.00	00.12
26/10/2018 17.00	33.73	02.02	00.06	63.81	30.08.00	00.07
26/10/2018 16.00	33.82	04.08	00.05	64.34.00	30.52.00	00.11
26/10/2018 15.00	34.11.00	02.02	00.06	64.18.00	30.07.00	00.06
26/10/2018 14.00	34.02.00	0,149305556	00.06	64.28.00	30.26.00	00.07
26/10/2018 13.00	34.62	02.09	00.06	64.58.00	29.95	00.07
26/10/2018 12.00	30.91	0,139583333	00.06	63.05.00	32.14.00	00.07
26/10/2018 11.00	33.62	02.05	00.06	63.98	30.36.00	00.06
26/10/2018 10.00	34.57.00	03.01	00.06	65.25.00	30.67	00.07
26/10/2018 09.00	34.63	0,094444444	00.06	64.96	30.33.00	00.07
26/10/2018 08.00	34.33.00	03.21	00.06	64.73	30.04.00	00.07
26/10/2018 07.00	33.23.00	02.04	00.06	63.66	30.43.00	00.06
26/10/2018 06.00	33.58.00	02.18	00.06	64.01.00	30.42.00	00.07
26/10/2018 05.00	32.88	0,145138889	00.06	63.38.00	30.05.00	00.06
26/10/2018 04.00	33.19.00	02.01	00.06	63.82	30.64	00.07
26/10/2018 03.00	33.19.00	0,143055556	00.06	63.76	30.57.00	00.07
26/10/2018 02.00	33.62	02.01	00.06	64.11.00	30.49.00	00.06
26/10/2018 01.00	31.95	02.05	00.06	62.34.00	30.39.00	00.07
