StartDateTime	CoolingDegree	Energy	Flow	TemperatureIn	TemperatureOut	Volume
07/02/2018 22.00	41.68	04.15	00.09	71.94	30.26.00	00.09
07/02/2018 21.00	47.23.00	0,252083333	00.15	74.25.00	27.02.00	00.09
07/02/2018 20.00	45.73	04.59	00.11	75.04.00	29.03.00	00.01
07/02/2018 19.00	41.87	5	00.07	73.55.00	31.68	00.01
07/02/2018 18.00	42.77	0,261805556	00.07	74.53.00	31.76	00.12
07/02/2018 17.00	45.01.00	05.45	00.08	75.05.00	29.96	00.01
07/02/2018 16.00	44.02.00	06.07	00.08	75.28.00	31.07.00	00.11
07/02/2018 15.00	50.86	0,233333333	00.16	77.17.00	26.32.00	00.01
07/02/2018 14.00	44.01.00	0,250694444	00.07	76.31.00	32.03.00	00.01
07/02/2018 13.00	46.18.00	05.45	00.07	77.17.00	30.98	00.01
07/02/2018 12.00	47.87	0,296527778	00.09	77.56.00	29.69	00.12
07/02/2018 11.00	46.08.00	0,267361111	00.08	77.21.00	31.12.00	00.01
07/02/2018 10.00	47.59.00	0,26875	00.01	77.39.00	29.08.00	00.12
07/02/2018 09.00	44.91	06.27	00.08	76.65	31.74	00.11
07/02/2018 08.00	44.58.00	07.28	00.09	75.93	31.35.00	00.12
07/02/2018 07.00	46.45.00	05.08	00.14	75.73	29.27.00	00.12
07/02/2018 06.00	44.93	0,261805556	00.01	75.88	30.95	00.01
07/02/2018 05.00	48.56.00	0,254861111	00.14	76.88	28.32.00	00.11
07/02/2018 04.00	44.37.00	05.37	00.01	76.32.00	31.94	00.11
07/02/2018 03.00	45.07.00	0,253472222	00.11	76.88	31.81	00.11
07/02/2018 02.00	46.07.00	0,271527778	00.09	76.22.00	30.15.00	00.11
07/02/2018 01.00	45.75	06.13	00.08	76.04.00	30.65	00.11
07/02/2018 00.00	45.07.00	05.14	00.08	76.24.00	31.17.00	00.01
06/02/2018 23.00	45.55.00	0,257638889	00.08	76.68	31.13.00	00.01
06/02/2018 22.00	46.56.00	05.45	00.09	77.31.00	30.76	00.01
06/02/2018 21.00	48.52.00	05.07	00.01	78.29.00	29.78	00.01
06/02/2018 20.00	47.04.00	05.07	00.09	78.09.00	30.69	00.01
06/02/2018 19.00	48.17.00	06.09	00.01	78.01.00	29.84	00.01
06/02/2018 18.00	49.45.00	05.33	00.12	78.74	29.29.00	00.09
06/02/2018 17.00	47.96	0,211805556	00.09	78.28.00	30.32.00	00.01
06/02/2018 16.00	45.06.00	07.01	00.12	79.03.00	33.42.00	00.14
06/02/2018 15.00	40.38.00	05.15	00.08	78.06.00	37.68	00.14
06/02/2018 14.00	25.22.00	06.58	00.19	80.08.00	54.86	00.15
06/02/2018 13.00	49.45.00	04.55	00.05	76.91	27.46.00	00.07
06/02/2018 12.00	48.57.00	0,224305556	00.05	76.06.00	28.03.00	00.09
06/02/2018 11.00	47.31.00	05.12	00.08	78.14.00	30.84	00.01
06/02/2018 10.00	47.74	05.44	00.08	78.07.00	30.96	00.01
06/02/2018 09.00	48.66	07.01	00.08	80.26.00	31.06.00	00.11
06/02/2018 08.00	47.31.00	0,296527778	00.09	79.31.00	32	00.12
06/02/2018 07.00	45.93	06.38	00.09	78.02.00	32.27.00	00.12
06/02/2018 06.00	45.38.00	0,252083333	00.09	77.19.00	31.81	00.01
06/02/2018 05.00	45.42.00	06.33	00.09	76.92	31.05.00	00.12
06/02/2018 04.00	45.28.00	0,234722222	00.09	76.38.00	31.01.00	00.11
06/02/2018 03.00	44.98	06.08	00.09	75.82	30.84	00.11
06/02/2018 02.00	45.13.00	0,263194444	00.09	75.99	30.86	00.11
06/02/2018 01.00	46.67	05.29	00.12	75.98	29.03.00	00.11
06/02/2018 00.00	46.45.00	04.46	00.11	75.86	29.41.00	00.09
05/02/2018 23.00	48.67	05.24	00.11	77.89	29.22.00	00.09
05/02/2018 22.00	44.71	05.14	00.08	76.57.00	31.86	00.01
05/02/2018 21.00	44.11.00	06.02	00.08	75.68	31.58.00	00.11
05/02/2018 20.00	43.19.00	07.59	00.08	74.91	31.72	00.15
05/02/2018 19.00	41.79	0,257638889	00.09	73.77	31.98	00.01
05/02/2018 18.00	44.49.00	05.26	00.09	74.81	30.32.00	00.01
05/02/2018 17.00	46.66	04.45	00.12	74.73	28.07.00	00.08
05/02/2018 16.00	48.79	05.22	00.06	76.51.00	27.72	00.01
05/02/2018 15.00	47.71	04.26	00.04	76.08.00	28.37.00	00.07
05/02/2018 14.00	48.02.00	05.07	00.08	77.71	29.69	00.01
05/02/2018 13.00	47.01.00	06.14	00.08	77.74	30.64	00.01
05/02/2018 12.00	46.78	06.17	00.08	78.44.00	31.66	00.11
05/02/2018 11.00	51.32.00	0,252083333	00.14	79.78	28.46.00	00.01
05/02/2018 10.00	53.21.00	05.21	00.16	80.31.00	27.01.00	00.01
05/02/2018 09.00	48.71	06.02	00.01	80.43.00	31.73	00.01
05/02/2018 08.00	49.92	06.18	00.12	79.32.00	29.41.00	00.11
05/02/2018 07.00	47.95	06.01	00.11	78.02.00	30.24.00	00.11
05/02/2018 06.00	48.95	06.14	00.12	78.61	29.66	00.12
05/02/2018 05.00	46.37.00	06.46	00.01	77.89	31.53.00	00.12
05/02/2018 04.00	46.06.00	06.19	00.08	77.49.00	31.43.00	00.11
05/02/2018 03.00	47.05.00	0,276388889	00.11	77.16.00	29.65	00.11
05/02/2018 02.00	51.29.00	0,252083333	00.16	78.48.00	27.19.00	00.01
05/02/2018 01.00	50.55.00	05.39	00.15	78.13.00	27.58.00	00.12
05/02/2018 00.00	44.69	0,274305556	00.08	77.31.00	32.62	00.11
04/02/2018 23.00	45.08.00	0,302777778	00.07	77.97	32.89	00.12
04/02/2018 22.00	44.49.00	6	00.08	77.14.00	32.65	00.11
04/02/2018 21.00	46.01.00	06.09	00.09	78.35.00	32.25.00	00.11
04/02/2018 20.00	45.05.00	06.38	00.08	78.93	33.43.00	00.12
04/02/2018 19.00	45.53.00	08.53	00.08	78.66	33.13.00	00.15
04/02/2018 18.00	47.25.00	07.42	00.12	77.85	30.06.00	00.13
04/02/2018 17.00	47.14.00	0,250694444	00.15	76.73	29.59.00	00.12
04/02/2018 16.00	50.56.00	08.31	00.16	79.59.00	29.04.00	00.14
04/02/2018 15.00	55.72	0,315972222	00.26	80.45.00	24.74	00.13
04/02/2018 14.00	50.43.00	0,342361111	00.13	79.76	29.33.00	00.13
04/02/2018 13.00	48.02.00	0,343055556	00.01	79.82	31.79	00.14
04/02/2018 12.00	48.95	07.09	00.11	80.43.00	31.48.00	00.15
04/02/2018 11.00	47.47.00	09.23	00.14	80.24.00	32.77	00.18
04/02/2018 10.00	47.98	09.47	00.02	80.14.00	32.16.00	00.24
04/02/2018 09.00	46.58.00	0,302777778	00.11	78.55.00	31.97	00.15
04/02/2018 08.00	45.77	05.19	00.09	77.55.00	31.78	00.01
04/02/2018 07.00	47.52.00	06.27	00.11	77.29.00	29.77	00.12
04/02/2018 06.00	49.56.00	06.11	00.16	77.07.00	28.14.00	00.11
04/02/2018 05.00	48.76	0,232638889	00.17	76.75	27.99	00.01
04/02/2018 04.00	49.05.00	06.35	00.17	77.24.00	27.73	00.12
04/02/2018 03.00	46.43.00	0,257638889	00.11	75.93	29.05.00	00.01
04/02/2018 02.00	43.53.00	05.03	00.09	75.48.00	31.96	00.11
04/02/2018 01.00	42.84	0,296527778	00.08	75.86	33.03.00	00.15
04/02/2018 00.00	46.18.00	05.22	00.07	77.91	31.74	00.12
03/02/2018 23.00	45.12.00	06.21	00.07	77.49.00	32.37.00	00.01
03/02/2018 22.00	46.44.00	06.16	00.07	78.02.00	31.77	00.01
03/02/2018 21.00	48.97	05.54	00.09	79.18.00	30.21.00	00.11
03/02/2018 20.00	50.84	06.22	00.14	79.51.00	28.68	00.11
03/02/2018 19.00	49.15.00	09.37	00.01	79.93	30.79	00.16
03/02/2018 18.00	46.05.00	0,30625	00.08	78.18.00	32.12.00	00.13
03/02/2018 17.00	47.96	06.05	00.11	78.21.00	30.25.00	00.01
03/02/2018 16.00	46.42.00	05.37	00.09	77.75	31.33.00	00.01
03/02/2018 15.00	45.06.00	06.44	00.07	77.84	32.23.00	00.11
03/02/2018 14.00	45.74	05.27	00.07	77.98	32.23.00	00.09
03/02/2018 13.00	46.19.00	05.38	00.07	78.07.00	31.88	00.09
03/02/2018 12.00	49.87	0,251388889	00.09	79.83	29.96	00.12
03/02/2018 11.00	44.89	0,301388889	00.08	76.38.00	31.05.00	00.12
03/02/2018 10.00	44.41.00	0,255555556	00.07	76.14.00	31.73	00.11
03/02/2018 09.00	49.56.00	05.35	00.16	77.08.00	27.52.00	00.11
03/02/2018 08.00	49.94	05.18	00.16	76.09.00	26.96	00.01
03/02/2018 07.00	44.26.00	0,261805556	00.07	75.66	31.04.00	00.11
03/02/2018 06.00	45.06.00	0,225	00.08	75.74	30.68	00.11
03/02/2018 05.00	46.51.00	05.21	00.01	75.93	29.42.00	00.01
03/02/2018 04.00	46.27.00	06.16	00.01	76.01.00	29.74	00.01
03/02/2018 03.00	45.96	05.54	00.01	75.08.00	29.84	00.11
03/02/2018 02.00	48.03.00	0,223611111	00.14	75.05.00	27.48.00	00.01
03/02/2018 01.00	43.75	05.41	00.01	73.36.00	29.61	00.11
03/02/2018 00.00	44.78	04.21	00.01	74.16.00	29.38.00	00.01
02/02/2018 23.00	44.78	05.22	00.09	74.06.00	29.82	00.01
02/02/2018 22.00	47.64	05.43	00.15	75.47.00	27.83	00.11
02/02/2018 21.00	45.97	05.31	00.11	75.39.00	29.42.00	00.12
02/02/2018 20.00	42.74	06.08	00.07	74.41.00	31.68	00.11
02/02/2018 19.00	42.08.00	0,263194444	00.01	75.04.00	32.96	00.12
02/02/2018 18.00	44.25.00	05.22	00.08	74.71	30.46.00	00.11
02/02/2018 17.00	41.97	0,274305556	00.09	75.31.00	33.33.00	00.16
02/02/2018 16.00	0,630555556	0,300694444	00.42	77.08.00	63.11.00	00.15
02/02/2018 15.00	42.68	0,185416667	00.07	74.01.00	31.33.00	00.09
02/02/2018 14.00	43.95	05.23	00.07	75.12.00	31.17.00	00.09
02/02/2018 13.00	42.73	0,233333333	00.08	74.16.00	31.43.00	00.09
02/02/2018 12.00	43.03.00	0,172916667	00.07	74.63	31.06.00	00.09
02/02/2018 11.00	43.82	04.47	00.07	75.18.00	31.36.00	00.08
02/02/2018 10.00	46.47.00	04.23	00.13	73.08.00	27.33.00	00.09
02/02/2018 09.00	45.29.00	05.06	00.13	72.71	27.42.00	00.09
02/02/2018 08.00	42.07.00	0,214583333	00.08	72.55.00	29.85	00.01
02/02/2018 07.00	39.57.00	0,190972222	00.07	70.85	31.28.00	00.01
02/02/2018 06.00	39.32.00	04.17	00.07	70.37.00	31.05.00	00.08
02/02/2018 05.00	38.31.00	04.04	00.07	69.67	31.36.00	00.09
02/02/2018 04.00	38.03.00	04.09	00.07	69.48.00	31.45.00	00.08
02/02/2018 03.00	38.14.00	03.34	00.07	69.35.00	31.22.00	00.08
02/02/2018 02.00	42.02.00	03.06	00.11	70.28.00	28.26.00	00.08
02/02/2018 01.00	41.18.00	0,185416667	00.08	70.62	29.44.00	00.09
02/02/2018 00.00	39.17.00	0,185416667	00.07	70.61	31.44.00	00.08
01/02/2018 23.00	45.45.00	0,177083333	00.31	71.26.00	25.81	00.08
01/02/2018 22.00	38.54.00	03.44	00.08	69.79	31.25.00	00.08
01/02/2018 21.00	38	0,186111111	00.06	70.04.00	32.04.00	00.09
01/02/2018 20.00	42.17.00	04.23	00.12	70.69	28.51.00	00.09
01/02/2018 19.00	39.54.00	0,169444444	00.06	70.35.00	30.81	00.08
01/02/2018 18.00	37.57.00	03.26	00.06	69.37.00	31.79	00.08
01/02/2018 17.00	39.46.00	03.12	00.07	70.17.00	30.71	00.08
01/02/2018 16.00	38.06.00	0,222916667	00.07	69.81	31.76	00.11
01/02/2018 15.00	44.85	0,185416667	00.02	71.06.00	26.75	00.08
01/02/2018 14.00	46.35.00	03.24	00.06	71.32.00	24.97	00.06
01/02/2018 13.00	45.88	0,136111111	00.05	71.52.00	25.64	00.06
01/02/2018 12.00	40.95	03.19	00.04	70.32.00	29.37.00	00.07
01/02/2018 11.00	42.06.00	0,18125	00.07	73.06.00	31	00.09
01/02/2018 10.00	43.49.00	0,209722222	00.12	72.41.00	28.92	00.08
01/02/2018 09.00	44.04.00	04.47	00.09	72.75	28.35.00	00.01
01/02/2018 08.00	39.84	05.11	00.09	70.52.00	30.68	00.01
01/02/2018 07.00	39.71	0,186805556	00.08	70.65	30.94	00.09
01/02/2018 06.00	40.28.00	05.17	00.08	70.99	30.71	00.01
01/02/2018 05.00	42.95	0,186111111	00.13	71.14.00	28.19.00	00.09
01/02/2018 04.00	40.89	04.12	00.07	70.89	30	00.08
01/02/2018 03.00	39.33.00	0,186805556	00.07	70	30.67	00.01
01/02/2018 02.00	38.35.00	04.48	00.07	69.38.00	31.02.00	00.09
01/02/2018 01.00	39.01.00	0,16875	00.08	69.88	30.78	00.08
01/02/2018 00.00	40.53.00	0,18125	00.09	70.14.00	29.61	00.09
31/01/2018 23.00	43.29.00	04.04	00.12	71.88	28.58.00	00.09
31/01/2018 22.00	42.92	06.46	00.01	71.74	28.82	00.12
31/01/2018 21.00	44.24.00	0,421527778	00.14	72.04.00	28.15.00	00.19
31/01/2018 20.00	43.54.00	0,214583333	00.13	72.12.00	28.58.00	00.01
31/01/2018 19.00	41.64	04.04	00.08	71.85	30.21.00	00.11
31/01/2018 18.00	39.06.00	0,219444444	00.09	71.55.00	31.95	00.01
31/01/2018 17.00	39.09.00	0,214583333	00.07	71.71	32.62	00.01
31/01/2018 16.00	41.04.00	05.37	00.09	71.93	30.89	00.01
31/01/2018 15.00	42.04.00	04.02	00.09	72.63	30.24.00	00.01
31/01/2018 14.00	42.57.00	0,209722222	00.01	72.43.00	29.86	00.09
31/01/2018 13.00	42.07.00	05.23	00.12	72.49.00	29.78	00.09
31/01/2018 12.00	45.74	04.09	00.09	74.66	28.92	00.01
31/01/2018 11.00	43.03.00	05.22	00.08	73.89	30.59.00	00.01
31/01/2018 10.00	41.28.00	0,214583333	00.08	71.86	30.58.00	00.01
31/01/2018 09.00	39.29.00	0,219444444	00.07	70.62	31.33.00	00.01
31/01/2018 08.00	39.44.00	0,260416667	00.08	70.98	31.54.00	00.12
31/01/2018 07.00	39.39.00	0,178472222	00.08	70.27.00	30.88	00.01
31/01/2018 06.00	38.89	0,250694444	00.08	69.95	31.06.00	00.11
31/01/2018 05.00	39.04.00	04.36	00.08	70	30.95	00.01
31/01/2018 04.00	38.99	0,185416667	00.09	69.07.00	30.72	00.09
31/01/2018 03.00	39.67	0,190277778	00.09	69.87	30.02.00	00.01
31/01/2018 02.00	40.34.00	04.24	00.11	70.08.00	29.74	00.09
31/01/2018 01.00	42.56.00	0,209722222	00.12	70.84	28.28.00	00.09
31/01/2018 00.00	43.18.00	04.25	00.01	71.45.00	28.27.00	00.01
30/01/2018 23.00	40.08.00	05.07	00.08	71.03.00	30.05.00	00.09
30/01/2018 22.00	39.37.00	0,219444444	00.09	71.49.00	32.12.00	00.01
30/01/2018 21.00	39.08.00	0,214583333	00.09	71.42.00	31.62	00.01
30/01/2018 20.00	39.94	05.06	00.01	71.37.00	31.43.00	00.01
30/01/2018 19.00	39.92	0,255555556	00.09	71.35.00	31.43.00	00.12
30/01/2018 18.00	38.46.00	04.03	00.01	71.11.00	32.64	00.11
30/01/2018 17.00	41.13.00	0,221527778	00.14	71.19.00	30.06.00	00.18
30/01/2018 16.00	0,586111111	06.17	00.49	74.44.00	60.08.00	00.19
30/01/2018 15.00	37.02.00	04.05	00.01	71.07.00	33.87	00.09
30/01/2018 14.00	39.76	04.19	00.08	71.75	31.98	00.09
30/01/2018 13.00	40.09.00	04.07	00.09	71.93	31.03.00	00.08
30/01/2018 12.00	43.27.00	04.19	00.11	73.36.00	30.09.00	00.01
30/01/2018 11.00	41.45.00	0,232638889	00.11	73.03.00	31.58.00	00.01
30/01/2018 10.00	39.71	04.01	00.09	72.45.00	32.74	00.01
30/01/2018 09.00	38.84	0,214583333	00.09	71.39.00	32.55.00	00.01
30/01/2018 08.00	40.04.00	06.04	00.09	72.14.00	32.01.00	00.12
30/01/2018 07.00	44.08.00	0,184027778	00.11	72.19.00	28.11.00	00.01
30/01/2018 06.00	39.84	0,234722222	00.08	70.56.00	30.71	00.01
30/01/2018 05.00	39.17.00	04.55	00.08	70.49.00	31.32.00	00.01
30/01/2018 04.00	33.48.00	04.58	00.02	70.49.00	37.01.00	00.09
30/01/2018 03.00	38.98	04.23	00.08	69.09.00	30.92	00.09
30/01/2018 02.00	38.66	03.56	00.01	69.13.00	30.47.00	00.09
30/01/2018 01.00	38	04.02	00.07	69.08.00	31.08.00	00.09
30/01/2018 00.00	38.05.00	04.01	00.07	70.03.00	31.98	00.09
29/01/2018 23.00	39.01.00	04.17	00.08	70.67	31.57.00	00.09
29/01/2018 22.00	39.53.00	04.38	00.11	71.02.00	31.67	00.01
29/01/2018 21.00	41.38.00	04.18	00.12	71.03.00	29.65	00.01
29/01/2018 20.00	39.42.00	04.35	00.08	70.51.00	31.09.00	00.09
29/01/2018 19.00	39.51.00	0,188194444	00.08	70.07.00	31.19.00	00.09
29/01/2018 18.00	42.56.00	03.09	00.12	72.18.00	29.62	00.09
29/01/2018 17.00	42.95	0,189583333	00.13	71.86	28.91	00.08
29/01/2018 16.00	39.44.00	0,23125	00.08	70.86	31.42.00	00.12
29/01/2018 15.00	0,709027778	0,269444444	00.29	73.95	57.34.00	00.18
29/01/2018 14.00	41.67	03.52	00.13	71.05.00	29.38.00	00.09
29/01/2018 13.00	42.37.00	0,223611111	00.08	72.14.00	29.78	00.09
29/01/2018 12.00	40.52.00	04.09	00.07	71.67	31.15.00	00.01
29/01/2018 11.00	41.17.00	0,189583333	00.08	71.55.00	30.38.00	00.08
29/01/2018 10.00	43	0,192361111	00.01	70.76	27.76	00.01
29/01/2018 09.00	38.48.00	0,214583333	00.07	69.53.00	31.06.00	00.09
29/01/2018 08.00	38.04.00	05.21	00.06	69.84	31.08.00	00.11
29/01/2018 07.00	39.48.00	04.15	00.09	69.74	30.25.00	00.09
29/01/2018 06.00	40.03.00	05.43	00.09	70.04.00	30.01.00	00.11
29/01/2018 05.00	39.09.00	04.53	00.09	70.01.00	30.02.00	00.09
29/01/2018 04.00	42.03.00	0,172916667	00.12	70.66	28.36.00	00.09
29/01/2018 03.00	42.82	04.33	00.11	70.43.00	27.61	00.01
29/01/2018 02.00	39.49.00	04.14	00.08	69.76	30.26.00	00.09
29/01/2018 01.00	39.37.00	0,229861111	00.08	69.92	30.54.00	00.01
29/01/2018 00.00	40.26.00	0,21875	00.09	70.65	30.39.00	00.01
28/01/2018 23.00	37.92	04.25	00.08	68.86	30.94	00.01
28/01/2018 22.00	40.71	0,219444444	00.11	70.39.00	29.68	00.01
28/01/2018 21.00	39.43.00	04.55	00.09	68.62	29.19.00	00.11
28/01/2018 20.00	39.96	04.07	00.09	70.22.00	30.26.00	00.11
28/01/2018 19.00	40.62	0,225694444	00.09	71.21.00	30.59.00	00.01
28/01/2018 18.00	39.59.00	05.09	00.09	70.24.00	30.64	00.01
28/01/2018 17.00	44.61	04.06	00.13	72.24.00	27.63	00.01
28/01/2018 16.00	39.75	0,224305556	00.08	70.87	31.12.00	00.11
28/01/2018 15.00	40.85	04.55	00.09	71.83	30.98	00.01
28/01/2018 14.00	40.08.00	0,234027778	00.09	71.92	31.12.00	00.01
28/01/2018 13.00	41.07.00	05.08	00.12	71.83	30.13.00	00.09
28/01/2018 12.00	41.86	04.25	00.09	71.74	29.88	00.11
28/01/2018 11.00	39.99	0,23125	00.09	70.84	30.85	00.01
28/01/2018 10.00	39.68	05.24	00.09	70.65	30.97	00.11
28/01/2018 09.00	40.02.00	0,234027778	00.09	70.74	30.72	00.11
28/01/2018 08.00	42.86	04.12	00.14	71.28.00	28.42.00	00.01
28/01/2018 07.00	40.73	05.07	00.09	70.68	29.95	00.01
28/01/2018 06.00	39.17.00	0,224305556	00.09	70.09.00	30.93	00.01
28/01/2018 05.00	40.75	0,230555556	00.09	70.88	30.13.00	00.01
28/01/2018 04.00	39.55.00	04.29	00.09	70.48.00	30.93	00.01
28/01/2018 03.00	39.39.00	05.37	00.09	70.31.00	30.92	00.11
28/01/2018 02.00	40.14.00	0,171527778	00.11	70.48.00	30.34.00	00.09
28/01/2018 01.00	40.22.00	04.07	00.08	70.44.00	30.21.00	00.01
28/01/2018 00.00	40.03.00	05.45	00.08	70.99	30.96	00.01
27/01/2018 23.00	39.91	0,214583333	00.09	70.08.00	30.89	00.11
27/01/2018 22.00	41.14.00	0,220138889	00.08	71.38.00	30.24.00	00.01
27/01/2018 21.00	40.32.00	04.14	00.09	71.51.00	31.19.00	00.01
27/01/2018 20.00	40.25.00	05.43	00.08	71.28.00	31.03.00	00.11
27/01/2018 19.00	40.49.00	03.06	00.09	71.49.00	31	00.09
27/01/2018 18.00	44.86	0,233333333	00.14	71.64	26.78	00.01
27/01/2018 17.00	41.36.00	0,185416667	00.07	71.73	30.37.00	00.01
27/01/2018 16.00	41.81	0,225	00.08	71.97	30.16.00	00.01
27/01/2018 15.00	41.49.00	04.56	00.08	72.01.00	30.61	00.08
27/01/2018 14.00	42.31.00	04.07	00.07	72.18.00	29.86	00.09
27/01/2018 13.00	42.65	03.22	00.05	71.33.00	28.68	00.07
27/01/2018 12.00	40.28.00	0,192361111	00.05	71	30.72	00.09
27/01/2018 11.00	41.73	04.14	00.09	72.57.00	30.84	00.07
27/01/2018 10.00	44.09.00	0,170833333	00.12	73.27.00	28.37.00	00.01
27/01/2018 09.00	45.01.00	04.47	00.12	72.77	27.77	00.09
27/01/2018 08.00	41.08.00	05.06	00.08	71.09.00	30.01.00	00.01
27/01/2018 07.00	41.42.00	07.06	00.07	72.24.00	30.82	00.14
27/01/2018 06.00	39.37.00	04.21	00.08	70.57.00	31.02.00	00.01
27/01/2018 05.00	39.49.00	04.06	00.09	70.34.00	30.85	00.09
27/01/2018 04.00	36.35.00	04.22	00.41	71.02.00	34.85	00.09
27/01/2018 03.00	39.81	0,230555556	00.08	70.04.00	30.22.00	00.01
27/01/2018 02.00	37.69	04.19	00.08	69.19.00	31.05.00	00.01
27/01/2018 01.00	38.41.00	0,177083333	00.09	69.54.00	31.14.00	00.09
27/01/2018 00.00	39.72	04.34	00.09	70	30.28.00	00.08
26/01/2018 23.00	44.28.00	04.11	00.23	71.25.00	26.97	00.09
26/01/2018 22.00	42.15.00	05.17	00.11	70.91	28.76	00.11
26/01/2018 21.00	47.14.00	05.11	00.27	72.25.00	25.11.00	00.01
26/01/2018 20.00	40.44.00	0,222916667	00.11	71.08.00	30.63	00.01
26/01/2018 19.00	43.47.00	0,213888889	00.27	71.16.00	27.07.00	00.01
26/01/2018 18.00	43.52.00	04.16	00.14	71.03.00	27.78	00.01
26/01/2018 17.00	43.02.00	04.56	00.25	71.57.00	28.55.00	00.01
26/01/2018 16.00	42.03.00	04.32	00.12	71.09.00	28.79	00.01
26/01/2018 15.00	42.56.00	0,172916667	00.06	71.19.00	28.63	00.07
26/01/2018 14.00	38.83	04.04	00.05	70.59.00	31.76	00.08
26/01/2018 13.00	41.04.00	0,175	00.07	72.46.00	31.42.00	00.09
26/01/2018 12.00	44.45.00	04.36	00.11	73.61	29.16.00	00.01
26/01/2018 11.00	40.28.00	05.07	00.07	72.23.00	31.95	00.09
26/01/2018 10.00	39.54.00	04.24	00.07	71.37.00	31.83	00.09
26/01/2018 09.00	41.12.00	0,209722222	00.12	70.99	29.87	00.09
26/01/2018 08.00	39.45.00	0,263194444	00.07	70.04.00	30.95	00.13
26/01/2018 07.00	38.54.00	04.54	00.07	69.91	31.38.00	00.09
26/01/2018 06.00	38.85	0,177083333	00.08	69.86	31	00.01
26/01/2018 05.00	40.41.00	05.07	00.07	70.41.00	30	00.09
26/01/2018 04.00	37.43.00	04.07	00.07	69.08.00	32.37.00	00.01
26/01/2018 03.00	37.79	04.06	00.07	68.91	31.12.00	00.09
26/01/2018 02.00	40.49.00	0,193055556	00.14	69.71	29.22.00	00.01
26/01/2018 01.00	28.09.00	05.12	00.33	70.04.00	41.95	00.09
26/01/2018 00.00	37.68	04.41	00.06	69.58.00	31.89	00.01
25/01/2018 23.00	40.29.00	0,184027778	00.08	70.74	30.46.00	00.01
25/01/2018 22.00	41.72	04.47	00.01	71.37.00	29.65	00.01
25/01/2018 21.00	40.33.00	04.52	00.09	70.42.00	30.09.00	00.09
25/01/2018 20.00	40.16.00	0,267361111	00.08	70.57.00	30.42.00	00.12
25/01/2018 19.00	39.31.00	04.47	00.09	69.98	30.67	00.01
25/01/2018 18.00	40.97	04.29	00.12	70.55.00	29.58.00	00.01
25/01/2018 17.00	42.32.00	0,216666667	00.12	71.36.00	29.04.00	00.09
25/01/2018 16.00	39.09.00	0,184722222	00.08	70.29.00	31.19.00	00.09
25/01/2018 15.00	43.48.00	0,185416667	00.01	71.88	28.04.00	00.09
25/01/2018 14.00	43.03.00	0,214583333	00.08	71.23.00	27.94	00.08
25/01/2018 13.00	43.14.00	03.58	00.07	71.56.00	28.43.00	00.07
25/01/2018 12.00	45.27.00	0,150694444	00.01	72.58.00	27.31.00	00.07
25/01/2018 11.00	43.85	04.38	00.09	73.75	29.09.00	00.01
25/01/2018 10.00	41.44.00	0,218055556	00.08	72.63	31.18.00	00.01
25/01/2018 09.00	39.09.00	04.04	00.09	70.76	31.67	00.09
25/01/2018 08.00	42.55.00	05.54	00.14	71.32.00	28.77	00.11
25/01/2018 07.00	42.09.00	03.09	00.09	71.42.00	29.33.00	00.01
25/01/2018 06.00	39.37.00	05.39	00.08	70.53.00	31.17.00	00.11
25/01/2018 05.00	37.97	0,190277778	00.08	69.49.00	31.52.00	00.01
25/01/2018 04.00	38.53.00	04.17	00.09	69.57.00	31.04.00	00.09
25/01/2018 03.00	42.14.00	0,209722222	00.12	70.53.00	28.39.00	00.09
25/01/2018 02.00	37.02.00	04.29	00.08	67.32.00	30.31.00	00.11
25/01/2018 01.00	36.75	04.29	00.09	67.15.00	30.04.00	00.09
25/01/2018 00.00	36.97	03.57	00.18	67.23.00	30.26.00	00.09
24/01/2018 23.00	42.19.00	04.29	00.14	70.87	28.68	00.09
24/01/2018 22.00	41.76	05.05	00.11	70.33.00	28.57.00	00.12
24/01/2018 21.00	41.42.00	05.56	00.01	70.98	29.55.00	00.11
24/01/2018 20.00	38.75	03.58	00.08	69.07.00	30.96	00.08
24/01/2018 19.00	41.19.00	04.28	00.07	70.48.00	29.29.00	00.01
24/01/2018 18.00	37.41.00	04.22	00.06	70.12.00	32.71	00.01
24/01/2018 17.00	38.04.00	04.29	00.08	70.55.00	32.05.00	00.01
24/01/2018 16.00	38.07.00	0,175	00.08	70.27.00	32.02.00	00.08
24/01/2018 15.00	41.72	0,215972222	00.08	71.84	30.12.00	00.01
24/01/2018 14.00	42.48.00	0,255555556	00.11	72.67	30.19.00	00.12
24/01/2018 13.00	39.37.00	0,221527778	00.07	72.41.00	33.04.00	00.01
24/01/2018 12.00	41.28.00	05.39	00.08	73.68	32.41.00	00.11
24/01/2018 11.00	44.01.00	04.44	00.01	73.05.00	29.49.00	00.01
24/01/2018 10.00	39.97	05.02	00.09	71.65	31.68	00.01
24/01/2018 09.00	39.47.00	04.55	00.07	71.03.00	31.83	00.01
24/01/2018 08.00	40.16.00	0,214583333	00.01	71.13.00	30.97	00.11
24/01/2018 07.00	41.01.00	05.07	00.11	71.16.00	30.15.00	00.11
24/01/2018 06.00	39.81	0,179166667	00.12	70.02.00	30.39.00	00.09
24/01/2018 05.00	40.15.00	0,225	00.09	70.71	30.57.00	00.11
